"id","Precinct","County","Gender","Year","Percent","Number"
"HIL857","857","Hillsborough","Male",2000,0.934446127852425,72
"HIL858","858","Hillsborough","Male",2000,0.286853135563433,9
"HIL860","860","Hillsborough","Male",2000,0.354517302941531,86
"HIL862","862","Hillsborough","Male",2000,0.725627369247377,13
"HIL765","765","Hillsborough","Male",2000,0.767409334424883,9
"HIL767","767","Hillsborough","Male",2000,0.427222948288545,20
"HIL769","769","Hillsborough","Male",2000,0.323852055706084,46
"HIL801","801","Hillsborough","Male",2000,0.231771369464695,42
"HIL803","803","Hillsborough","Male",2000,0.97826288943179,8
"HIL804","804","Hillsborough","Male",2000,0.0105285076424479,70
"HIL805","805","Hillsborough","Male",2000,0.0881952564232051,43
"HIL806","806","Hillsborough","Male",2000,0.391823979327455,6
"HIL807","807","Hillsborough","Male",2000,0.572993439622223,86
"HIL808","808","Hillsborough","Male",2000,0.410843924153596,18
"HIL809","809","Hillsborough","Male",2000,0.909496542997658,47
"HIL810","810","Hillsborough","Male",2000,0.308476275065914,36
"HIL811","811","Hillsborough","Male",2000,0.855120673775673,32
"HIL813","813","Hillsborough","Male",2000,0.982009758241475,60
"HIL814","814","Hillsborough","Male",2000,0.800604536896572,35
"HIL815","815","Hillsborough","Male",2000,0.955328646814451,8
"HIL816","816","Hillsborough","Male",2000,0.761277132667601,33
"HIL817","817","Hillsborough","Male",2000,0.650312038371339,92
"HIL818","818","Hillsborough","Male",2000,0.0730168926529586,51
"HIL819","819","Hillsborough","Male",2000,0.412237320793793,28
"HIL820","820","Hillsborough","Male",2000,0.148767500650138,81
"HIL821","821","Hillsborough","Male",2000,0.0498549786861986,59
"HIL825","825","Hillsborough","Male",2000,0.866169654764235,68
"HIL827","827","Hillsborough","Male",2000,0.0418090433813632,33
"HIL828","828","Hillsborough","Male",2000,0.754859725944698,36
"HIL829","829","Hillsborough","Male",2000,0.00998980272561312,66
"HIL918","918","Hillsborough","Male",2000,0.456633518217131,53
"HIL919","919","Hillsborough","Male",2000,0.548631831305102,38
"HIL921","921","Hillsborough","Male",2000,0.665549125056714,37
"HIL925","925","Hillsborough","Male",2000,0.15109338471666,45
"HIL927","927","Hillsborough","Male",2000,0.437713856576011,4
"HIL929","929","Hillsborough","Male",2000,0.846745467046276,90
"HIL932","932","Hillsborough","Male",2000,0.540615087142214,80
"HIL933","933","Hillsborough","Male",2000,0.802434569457546,44
"HIL935","935","Hillsborough","Male",2000,0.157671103952453,88
"HIL937","937","Hillsborough","Male",2000,0.882439949084073,49
"HIL938","938","Hillsborough","Male",2000,0.683007289888337,30
"HIL939","939","Hillsborough","Male",2000,0.843515461776406,23
"HIL940","940","Hillsborough","Male",2000,0.360727052437142,96
"HIL941","941","Hillsborough","Male",2000,0.347833715146407,70
"HIL863","863","Hillsborough","Male",2000,0.839189141523093,78
"HIL867","867","Hillsborough","Male",2000,0.44280751189217,38
"HIL868","868","Hillsborough","Male",2000,0.930715747410432,28
"HIL869","869","Hillsborough","Male",2000,0.382625896017998,87
"HIL871","871","Hillsborough","Male",2000,0.828036529244855,97
"HIL875","875","Hillsborough","Male",2000,0.0941460863687098,72
"HIL876","876","Hillsborough","Male",2000,0.832629783311859,5
"HIL879","879","Hillsborough","Male",2000,0.361959137022495,38
"HIL883","883","Hillsborough","Male",2000,0.0970963705331087,63
"HIL885","885","Hillsborough","Male",2000,0.21611173520796,61
"HIL887","887","Hillsborough","Male",2000,0.201530358754098,64
"HIL889","889","Hillsborough","Male",2000,0.390995532507077,9
"HIL891","891","Hillsborough","Male",2000,0.385087796952575,5
"HIL892","892","Hillsborough","Male",2000,0.97994434973225,28
"HIL901","901","Hillsborough","Male",2000,0.293207065435126,45
"HIL904","904","Hillsborough","Male",2000,0.560153291095048,25
"HIL905","905","Hillsborough","Male",2000,0.927159897517413,15
"HIL906","906","Hillsborough","Male",2000,0.176301405997947,29
"HIL907","907","Hillsborough","Male",2000,0.903556525707245,67
"HIL908","908","Hillsborough","Male",2000,0.760825485689566,56
"HIL909","909","Hillsborough","Male",2000,0.339752629166469,77
"HIL911","911","Hillsborough","Male",2000,0.907234419602901,45
"HIL912","912","Hillsborough","Male",2000,0.842547087697312,10
"HIL913","913","Hillsborough","Male",2000,0.606672292342409,74
"HIL914","914","Hillsborough","Male",2000,0.184064444387332,48
"HIL917","917","Hillsborough","Male",2000,0.249787483830005,19
"HIL955","955","Hillsborough","Male",2000,0.0124973459169269,1
"HIL942","942","Hillsborough","Male",2000,0.135322858113796,67
"HIL943","943","Hillsborough","Male",2000,0.567290734499693,63
"HIL944","944","Hillsborough","Male",2000,0.201400916324928,92
"HIL946","946","Hillsborough","Male",2000,0.894859940279275,28
"HIL947","947","Hillsborough","Male",2000,0.265903302235529,60
"HIL948","948","Hillsborough","Male",2000,0.527602248825133,93
"HIL949","949","Hillsborough","Male",2000,0.293760057305917,71
"HIL950","950","Hillsborough","Male",2000,0.35657559055835,40
"HIL951","951","Hillsborough","Male",2000,0.937294517410919,79
"HIL952","952","Hillsborough","Male",2000,0.478054508101195,65
"HIL953","953","Hillsborough","Male",2000,0.882137019885704,23
"HIL954","954","Hillsborough","Male",2000,0.790195271838456,15
"HIL961","961","Hillsborough","Male",2000,0.624901917297393,88
"HIL956","956","Hillsborough","Male",2000,0.693157660542056,39
"HIL957","957","Hillsborough","Male",2000,0.650235078996047,46
"HIL959","959","Hillsborough","Male",2000,0.658406790578738,31
"HIL965","965","Hillsborough","Male",2000,0.741089580114931,47
"HIL962","962","Hillsborough","Male",2000,0.290091624017805,12
"HIL963","963","Hillsborough","Male",2000,0.74843512638472,37
"HIL964","964","Hillsborough","Male",2000,0.851290591759607,8
"HOL  1","1","Holmes","Male",2000,0.70093146036379,69
"HOL  2","2","Holmes","Male",2000,0.543409087695181,47
"HOL  3","3","Holmes","Male",2000,0.888205294497311,16
"HOL  5","5","Holmes","Male",2000,0.888210926903412,53
"HOL  4","4","Holmes","Male",2000,0.382453311467543,84
"HOL  6","6","Holmes","Male",2000,0.54137826547958,8
"HOL  7","7","Holmes","Male",2000,0.543568290537223,51
"HOL  8","8","Holmes","Male",2000,0.29827026813291,2
"IND  1","1","Indian River","Male",2000,0.19039667560719,69
"IND 10","10","Indian River","Male",2000,0.760752964066342,9
"IND 11","11","Indian River","Male",2000,0.179718573112041,68
"IND 12","12","Indian River","Male",2000,0.626755051547661,76
"IND 13","13","Indian River","Male",2000,0.0274540919344872,11
"IND 14","14","Indian River","Male",2000,0.793990305159241,49
"IND 15","15","Indian River","Male",2000,0.454829029273242,91
"IND 16","16","Indian River","Male",2000,0.95875510154292,67
"IND 17","17","Indian River","Male",2000,0.366035413229838,5
"IND 18","18","Indian River","Male",2000,0.910918348003179,43
"IND 19","19","Indian River","Male",2000,0.186925100162625,93
"IND  2","2","Indian River","Male",2000,0.0711277753580362,84
"IND 20","20","Indian River","Male",2000,0.400788745610043,58
"IND 21","21","Indian River","Male",2000,0.684203831478953,51
"IND 22","22","Indian River","Male",2000,0.378530558897182,67
"IND 23","23","Indian River","Male",2000,0.910657212371007,19
"IND 24","24","Indian River","Male",2000,0.495635207509622,76
"IND 25","25","Indian River","Male",2000,0.564133068546653,76
"IND 26","26","Indian River","Male",2000,0.373264422640204,62
"IND 27","27","Indian River","Male",2000,0.0995375385973603,33
"IND 28","28","Indian River","Male",2000,0.719791017007083,34
"IND 29","29","Indian River","Male",2000,0.805108698317781,97
"IND  3","3","Indian River","Male",2000,0.505375389242545,80
"IND 30","30","Indian River","Male",2000,0.888839801074937,27
"IND 31","31","Indian River","Male",2000,0.598906453000382,75
"IND 32","32","Indian River","Male",2000,0.619438196299598,5
"IND 33","33","Indian River","Male",2000,0.667094104457647,32
"IND 34","34","Indian River","Male",2000,0.97187775420025,13
"IND 35","35","Indian River","Male",2000,0.748973377747461,66
"IND 36","36","Indian River","Male",2000,0.236266218591481,28
"IND 37","37","Indian River","Male",2000,0.238833677954972,12
"IND  4","4","Indian River","Male",2000,0.384210984688252,23
"IND  5","5","Indian River","Male",2000,0.9268026961945,24
"IND  6","6","Indian River","Male",2000,0.424048876622692,23
"IND  7","7","Indian River","Male",2000,0.218122001038864,86
"IND  8","8","Indian River","Male",2000,0.495971840806305,87
"IND  9","9","Indian River","Male",2000,0.768563525751233,78
"JAC 11","11","Jackson","Male",2000,0.91319955768995,14
"JAC 10","10","Jackson","Male",2000,0.39538781484589,88
"JAC 13","13","Jackson","Male",2000,0.454360134201124,8
"JAC 12","12","Jackson","Male",2000,0.787392044207081,2
"JAC 14","14","Jackson","Male",2000,0.309033423429355,12
"JAC  1","1","Jackson","Male",2000,0.935140409041196,89
"JAC  3","3","Jackson","Male",2000,0.215700318804011,81
"JAC  2","2","Jackson","Male",2000,0.293447331758216,81
"JAC  5","5","Jackson","Male",2000,0.516175106167793,52
"JAC  4","4","Jackson","Male",2000,0.860788532765582,27
"JAC  7","7","Jackson","Male",2000,0.439870325149968,5
"JAC  6","6","Jackson","Male",2000,0.504665392218158,56
"JAC  9","9","Jackson","Male",2000,0.490126682911068,41
"JAC  8","8","Jackson","Male",2000,0.45607769745402,14
"JEF10","10","Jefferson","Male",2000,0.379817672772333,88
"JEF14","14","Jefferson","Male",2000,0.8893075985834,73
"JEF11","11","Jefferson","Male",2000,0.406948791118339,12
"JEF12","12","Jefferson","Male",2000,0.350318715441972,61
"JEF13","13","Jefferson","Male",2000,0.260485019069165,54
"JEF01","01","Jefferson","Male",2000,0.896010713186115,14
"JEF06","06","Jefferson","Male",2000,0.559445949969813,32
"JEF07","07","Jefferson","Male",2000,0.247704798588529,33
"JEF08","08","Jefferson","Male",2000,0.112869970034808,77
"JEF09","09","Jefferson","Male",2000,0.874517445452511,56
"JEF16","16","Jefferson","Male",2000,0.607155218487605,38
"JEF02","02","Jefferson","Male",2000,0.35103645035997,13
"JEF03","03","Jefferson","Male",2000,0.924810367403552,71
"JEF15","15","Jefferson","Male",2000,0.918233205797151,22
"JEF05","05","Jefferson","Male",2000,0.145031092455611,22
"JEF04","04","Jefferson","Male",2000,0.321580928983167,7
"LAF  1","1","Lafayette","Male",2000,0.688673242460936,80
"LAF  2","2","Lafayette","Male",2000,0.0329621627461165,60
"LAF  3","3","Lafayette","Male",2000,0.454530955059454,73
"LAF  4","4","Lafayette","Male",2000,0.841003600740805,71
"LAF  5","5","Lafayette","Male",2000,0.537555285729468,72
"LAK 57","57","Lake","Male",2000,0.785298960283399,58
"LAK 05","05","Lake","Male",2000,0.453913985518739,38
"LAK 88","88","Lake","Male",2000,0.473143340786919,5
"LAK 41","41","Lake","Male",2000,0.573269861051813,39
"LAK 27","27","Lake","Male",2000,0.624120411695912,12
"LAK 69","69","Lake","Male",2000,0.276803266257048,59
"LAK 15","15","Lake","Male",2000,0.453828442841768,87
"LAK 56","56","Lake","Male",2000,0.415100713493302,67
"LAK 84","84","Lake","Male",2000,0.91709193540737,64
"LAK 02","02","Lake","Male",2000,0.418557605473325,59
"LAK 68","68","Lake","Male",2000,0.847761792363599,74
"LAK 39","39","Lake","Male",2000,0.823956545675173,55
"LAK 33","33","Lake","Male",2000,0.054471667855978,53
"LAK 83","83","Lake","Male",2000,0.628557682037354,7
"LAK 90","90","Lake","Male",2000,0.775126755703241,25
"LAK102","102","Lake","Male",2000,0.427661325084046,71
"LAK 04","04","Lake","Male",2000,0.273482292192057,57
"LAK 89","89","Lake","Male",2000,0.393962518079206,41
"LAK 30","30","Lake","Male",2000,0.361308734165505,7
"LAK 45","45","Lake","Male",2000,0.876182876294479,5
"LAK 35","35","Lake","Male",2000,0.276159130502492,41
"LAK 22","22","Lake","Male",2000,0.948238736949861,41
"LAK 91","91","Lake","Male",2000,0.476605844451115,38
"LAK 54","54","Lake","Male",2000,0.854069595457986,68
"LAK 93","93","Lake","Male",2000,0.32338327402249,61
"LAK 07","07","Lake","Male",2000,0.503743660636246,23
"LAK 75","75","Lake","Male",2000,0.51031815004535,17
"LAK 60","60","Lake","Male",2000,0.96830599848181,33
"LAK 44","44","Lake","Male",2000,0.514357522130013,6
"LAK 53","53","Lake","Male",2000,0.57906288956292,50
"LAK 06","06","Lake","Male",2000,0.762543631019071,40
"LAK 03","03","Lake","Male",2000,0.506970441201702,22
"LAK 14","14","Lake","Male",2000,0.186388702597469,79
"LAK 48","48","Lake","Male",2000,0.350728002842516,39
"LAK 28","28","Lake","Male",2000,0.58352669631131,95
"LAK 77","77","Lake","Male",2000,0.469669613055885,6
"LAK 80","80","Lake","Male",2000,0.546062596375123,23
"LAK 20","20","Lake","Male",2000,0.728381055174395,90
"LAK 16","16","Lake","Male",2000,0.670580532867461,5
"LAK 73","73","Lake","Male",2000,0.817839339375496,51
"LAK 94","94","Lake","Male",2000,0.571066965581849,45
"LAK 58","58","Lake","Male",2000,0.231143255950883,49
"LAK101","101","Lake","Male",2000,0.108185219345614,77
"LAK 49","49","Lake","Male",2000,0.814023596933112,44
"LAK 70","70","Lake","Male",2000,0.639947356656194,14
"LAK 12","12","Lake","Male",2000,0.907894040457904,2
"LAK 92","92","Lake","Male",2000,0.695019260747358,36
"LAK 01","01","Lake","Male",2000,0.408752438146621,79
"LAK 11","11","Lake","Male",2000,0.291230710688978,78
"LAK 64","64","Lake","Male",2000,0.989758738316596,81
"LAK 13","13","Lake","Male",2000,0.704648139188066,93
"LAK 47","47","Lake","Male",2000,0.860715277027339,26
"LAK 95","95","Lake","Male",2000,0.475402609910816,67
"LAK 09","09","Lake","Male",2000,0.420392913743854,85
"LAK 40","40","Lake","Male",2000,0.1705636610277,17
"LAK 82","82","Lake","Male",2000,0.468648539157584,74
"LAK 59","59","Lake","Male",2000,0.929392496356741,74
"LAK106","106","Lake","Male",2000,0.728051934624091,84
"LAK 46","46","Lake","Male",2000,0.0629270258359611,38
"LAK 08","08","Lake","Male",2000,0.937614213675261,27
"LAK 72","72","Lake","Male",2000,0.11289943754673,24
"LAK 55","55","Lake","Male",2000,0.526550701353699,47
"LAK 43","43","Lake","Male",2000,0.0159310328308493,26
"LAK 18","18","Lake","Male",2000,0.0399462380446494,24
"LAK 74","74","Lake","Male",2000,0.906498833792284,26
"LAK 71","71","Lake","Male",2000,0.0293151177465916,22
"LAK 66","66","Lake","Male",2000,0.243005779804662,74
"LAK 61","61","Lake","Male",2000,0.471051048254594,19
"LAK 26","26","Lake","Male",2000,0.734987661242485,6
"LAK 67","67","Lake","Male",2000,0.347384202759713,87
"LAK 87","87","Lake","Male",2000,0.435934087727219,90
"LAK107","107","Lake","Male",2000,0.512007191078737,99
"LAK 96","96","Lake","Male",2000,0.245949625503272,87
"LAK 38","38","Lake","Male",2000,0.824871733319014,67
"LAK 25","25","Lake","Male",2000,0.962233426049352,65
"LAK 34","34","Lake","Male",2000,0.730285061523318,52
"LAK 24","24","Lake","Male",2000,0.0431176936253905,73
"LAK 21","21","Lake","Male",2000,0.19740852387622,3
"LAK 42","42","Lake","Male",2000,0.232974897604436,58
"LAK 79","79","Lake","Male",2000,0.810764868045226,89
"LAK 10","10","Lake","Male",2000,0.378214658470824,30
"LAK 23","23","Lake","Male",2000,0.104549278272316,33
"LAK 29","29","Lake","Male",2000,0.806167731294408,18
"LAK 76","76","Lake","Male",2000,0.560061861295253,98
"LAK 98","98","Lake","Male",2000,0.168701980495825,84
"LAK 62","62","Lake","Male",2000,0.839319691760466,96
"LAK 51","51","Lake","Male",2000,0.722346227616072,80
"LAK104","104","Lake","Male",2000,0.43089801305905,33
"LAK 50","50","Lake","Male",2000,0.783766378648579,52
"LAK 19","19","Lake","Male",2000,0.195166184799746,42
"LAK 17","17","Lake","Male",2000,0.260102203115821,31
"LAK 52","52","Lake","Male",2000,0.239942363929003,20
"LAK 81","81","Lake","Male",2000,0.39817129378207,82
"LAK105","105","Lake","Male",2000,0.0592989462893456,92
"LAK 31","31","Lake","Male",2000,0.0551058277487755,62
"LAK 99","99","Lake","Male",2000,0.956625072751194,98
"LAK 37","37","Lake","Male",2000,0.841818519402295,57
"LAK 65","65","Lake","Male",2000,0.677517659496516,52
"LAK103","103","Lake","Male",2000,0.313050146680325,74
"LAK 78","78","Lake","Male",2000,0.0323727421928197,84
"LAK 32","32","Lake","Male",2000,0.146446529310197,33
"LAK 36","36","Lake","Male",2000,0.307711751433089,84
"LAK 85","85","Lake","Male",2000,0.719611798878759,30
"LAK 97","97","Lake","Male",2000,0.857840800890699,6
"LAK 63","63","Lake","Male",2000,0.139030477032065,73
"LAK 86","86","Lake","Male",2000,0.049901258898899,2
"LAK100","100","Lake","Male",2000,0.365253730909899,35
"LEE 75","75","Lee","Male",2000,0.400665705325082,34
"LEE 73","73","Lee","Male",2000,0.384942491073161,42
"LEE 74","74","Lee","Male",2000,0.789182011038065,92
"LEE 79","79","Lee","Male",2000,0.988552539609373,66
"LEE 76","76","Lee","Male",2000,0.57063639909029,69
"LEE 77","77","Lee","Male",2000,0.87501147761941,78
"LEE 78","78","Lee","Male",2000,0.0741083279717714,43
"LEE 82","82","Lee","Male",2000,0.561838079476729,37
"LEE 83","83","Lee","Male",2000,0.726738100871444,42
"LEE 84","84","Lee","Male",2000,0.993632439058274,50
"LEE 85","85","Lee","Male",2000,0.899830371607095,76
"LEE 86","86","Lee","Male",2000,0.390812574420124,46
"LEE 87","87","Lee","Male",2000,0.677624701522291,71
"LEE 88","88","Lee","Male",2000,0.84142717323266,15
"LEE 89","89","Lee","Male",2000,0.329622123157606,1
"LEE  9","9","Lee","Male",2000,0.462262103799731,8
"LEE 90","90","Lee","Male",2000,0.530288649722934,65
"LEE  8","8","Lee","Male",2000,0.477227493654937,82
"LEE 80","80","Lee","Male",2000,0.236216405173764,98
"LEE 81","81","Lee","Male",2000,0.0766211883164942,9
"LEE  1","1","Lee","Male",2000,0.115225122775882,94
"LEE 10","10","Lee","Male",2000,0.78107230225578,58
"LEE100","100","Lee","Male",2000,0.506596001796424,11
"LEE101","101","Lee","Male",2000,0.503337058005854,9
"LEE102","102","Lee","Male",2000,0.111833198927343,20
"LEE103","103","Lee","Male",2000,0.0742385054472834,93
"LEE104","104","Lee","Male",2000,0.121069627348334,23
"LEE105","105","Lee","Male",2000,0.645907401805744,87
"LEE106","106","Lee","Male",2000,0.759133155690506,48
"LEE107","107","Lee","Male",2000,0.123222020221874,78
"LEE108","108","Lee","Male",2000,0.712244853377342,97
"LEE109","109","Lee","Male",2000,0.149652104591951,37
"LEE 11","11","Lee","Male",2000,0.310053840046749,83
"LEE110","110","Lee","Male",2000,0.535966548835859,81
"LEE111","111","Lee","Male",2000,0.60589212202467,75
"LEE112","112","Lee","Male",2000,0.100373052526265,68
"LEE113","113","Lee","Male",2000,0.0557728875428438,93
"LEE114","114","Lee","Male",2000,0.416008308064193,65
"LEE115","115","Lee","Male",2000,0.345519352704287,88
"LEE116","116","Lee","Male",2000,0.028352159075439,54
"LEE117","117","Lee","Male",2000,0.828829531325027,20
"LEE118","118","Lee","Male",2000,0.502111801877618,87
"LEE119","119","Lee","Male",2000,0.0324970490764827,90
"LEE 12","12","Lee","Male",2000,0.0429980719927698,33
"LEE120","120","Lee","Male",2000,0.449530520476401,62
"LEE121","121","Lee","Male",2000,0.673142190556973,86
"LEE122","122","Lee","Male",2000,0.145281080156565,91
"LEE123","123","Lee","Male",2000,0.603086931630969,29
"LEE124","124","Lee","Male",2000,0.250819815788418,55
"LEE125","125","Lee","Male",2000,0.983701081480831,94
"LEE126","126","Lee","Male",2000,0.52158584445715,62
"LEE127","127","Lee","Male",2000,0.31735195312649,21
"LEE 13","13","Lee","Male",2000,0.286752252606675,63
"LEE 14","14","Lee","Male",2000,0.914311008295044,100
"LEE 15","15","Lee","Male",2000,0.175459405174479,86
"LEE 16","16","Lee","Male",2000,0.5314340533223,81
"LEE 17","17","Lee","Male",2000,0.837466072058305,6
"LEE 18","18","Lee","Male",2000,0.127121516037732,59
"LEE 19","19","Lee","Male",2000,0.642459708498791,17
"LEE  2","2","Lee","Male",2000,0.708600288257003,39
"LEE 20","20","Lee","Male",2000,0.963169152382761,36
"LEE 21","21","Lee","Male",2000,0.839207109063864,25
"LEE 22","22","Lee","Male",2000,0.4791610322427,74
"LEE 23","23","Lee","Male",2000,0.839448979124427,97
"LEE 24","24","Lee","Male",2000,0.574375614989549,88
"LEE 25","25","Lee","Male",2000,0.956526516703889,63
"LEE 26","26","Lee","Male",2000,0.586436455603689,52
"LEE 27","27","Lee","Male",2000,0.829779181163758,22
"LEE 28","28","Lee","Male",2000,0.98956990474835,67
"LEE 29","29","Lee","Male",2000,0.788108363980427,51
"LEE  3","3","Lee","Male",2000,0.00777715933509171,19
"LEE 30","30","Lee","Male",2000,0.571056952234358,23
"LEE 31","31","Lee","Male",2000,0.979760555783287,21
"LEE 32","32","Lee","Male",2000,0.501611270476133,84
"LEE 33","33","Lee","Male",2000,0.0749251565430313,15
"LEE 34","34","Lee","Male",2000,0.107692604418844,52
"LEE 35","35","Lee","Male",2000,0.0949724426027387,53
"LEE 36","36","Lee","Male",2000,0.513515643775463,48
"LEE 37","37","Lee","Male",2000,0.311452337773517,65
"LEE 38","38","Lee","Male",2000,0.724910066928715,62
"LEE 39","39","Lee","Male",2000,0.712587130023167,39
"LEE  4","4","Lee","Male",2000,0.6418932096567,76
"LEE 40","40","Lee","Male",2000,0.049708436941728,3
"LEE 41","41","Lee","Male",2000,0.844152987003326,40
"LEE 42","42","Lee","Male",2000,0.817861739080399,46
"LEE 43","43","Lee","Male",2000,0.047307814238593,4
"LEE 44","44","Lee","Male",2000,0.693866179324687,46
"LEE 45","45","Lee","Male",2000,0.152239108690992,27
"LEE 46","46","Lee","Male",2000,0.160631455481052,30
"LEE 47","47","Lee","Male",2000,0.266846593236551,41
"LEE 48","48","Lee","Male",2000,0.341506784083322,34
"LEE 49","49","Lee","Male",2000,0.836821001488715,8
"LEE  5","5","Lee","Male",2000,0.00437543680891395,36
"LEE 50","50","Lee","Male",2000,0.283032348146662,50
"LEE 51","51","Lee","Male",2000,0.56962570361793,99
"LEE 52","52","Lee","Male",2000,0.33515391824767,13
"LEE 53","53","Lee","Male",2000,0.277328638127074,97
"LEE 54","54","Lee","Male",2000,0.210382701130584,53
"LEE 55","55","Lee","Male",2000,0.193140855524689,54
"LEE 56","56","Lee","Male",2000,0.507985280128196,42
"LEE 57","57","Lee","Male",2000,0.63700883067213,76
"LEE 58","58","Lee","Male",2000,0.687816567951813,40
"LEE 59","59","Lee","Male",2000,0.183099593967199,20
"LEE  6","6","Lee","Male",2000,0.510025048395619,80
"LEE 60","60","Lee","Male",2000,0.791969929588959,92
"LEE 61","61","Lee","Male",2000,0.422501011984423,96
"LEE 62","62","Lee","Male",2000,0.290055649355054,99
"LEE 63","63","Lee","Male",2000,0.766386443283409,92
"LEE 64","64","Lee","Male",2000,0.181974717415869,59
"LEE 65","65","Lee","Male",2000,0.312965180492029,42
"LEE 66","66","Lee","Male",2000,0.0803072152193636,12
"LEE 67","67","Lee","Male",2000,0.625053255585954,8
"LEE 68","68","Lee","Male",2000,0.399226405890658,31
"LEE 69","69","Lee","Male",2000,0.231647336389869,14
"LEE  7","7","Lee","Male",2000,0.303892866242677,87
"LEE 70","70","Lee","Male",2000,0.497503428021446,60
"LEE 71","71","Lee","Male",2000,0.106500845169649,14
"LEE 72","72","Lee","Male",2000,0.129695876501501,37
"LEE 96","96","Lee","Male",2000,0.324434340931475,13
"LEE 97","97","Lee","Male",2000,0.256229676771909,38
"LEE 98","98","Lee","Male",2000,0.590574607253075,57
"LEE 99","99","Lee","Male",2000,0.992292990442365,75
"LEE 91","91","Lee","Male",2000,0.138579546939582,59
"LEE 92","92","Lee","Male",2000,0.981238032691181,16
"LEE 93","93","Lee","Male",2000,0.632710025412962,97
"LEE 94","94","Lee","Male",2000,0.428690320579335,66
"LEE 95","95","Lee","Male",2000,0.167371265590191,52
"LEO5211","5211","Leon","Male",2000,0.496181775582954,20
"LEO5107","5107","Leon","Male",2000,0.239098072750494,29
"LEO4453","4453","Leon","Male",2000,0.606774826068431,47
"LEO5212","5212","Leon","Male",2000,0.434190631378442,34
"LEO5261","5261","Leon","Male",2000,0.94935231260024,4
"LEO9000","9000","Leon","Male",2000,0.685318925883621,76
"LEO4107","4107","Leon","Male",2000,0.0147799565456808,53
"LEO4101","4101","Leon","Male",2000,0.605572517029941,91
"LEO3403","3403","Leon","Male",2000,0.5918028941378,66
"LEO4461","4461","Leon","Male",2000,0.230432496406138,41
"LEO5219","5219","Leon","Male",2000,0.425355672603473,61
"LEO5284","5284","Leon","Male",2000,0.0542053603567183,22
"LEO3101","3101","Leon","Male",2000,0.498481083195657,74
"LEO3405","3405","Leon","Male",2000,0.577318964293227,61
"LEO4119","4119","Leon","Male",2000,0.717789294430986,1
"LEO4403","4403","Leon","Male",2000,0.721885421080515,98
"LEO3401","3401","Leon","Male",2000,0.0370231203269213,57
"LEO5105","5105","Leon","Male",2000,0.354823621222749,41
"LEO4401","4401","Leon","Male",2000,0.802591845858842,71
"LEO4103","4103","Leon","Male",2000,0.376026696292683,26
"LEO4125","4125","Leon","Male",2000,0.219199689337984,83
"LEO5225","5225","Leon","Male",2000,0.573688667966053,60
"LEO4405","4405","Leon","Male",2000,0.718711368972436,34
"LEO4408","4408","Leon","Male",2000,0.381353300996125,38
"LEO1502","1502","Leon","Male",2000,0.895660174777731,78
"LEO1259","1259","Leon","Male",2000,0.491336229024455,61
"LEO2252","2252","Leon","Male",2000,0.116834624204785,73
"LEO5101","5101","Leon","Male",2000,0.819115051534027,82
"LEO5103","5103","Leon","Male",2000,0.150786919519305,60
"LEO4459","4459","Leon","Male",2000,0.790010444121435,49
"LEO2359","2359","Leon","Male",2000,0.676037143683061,6
"LEO3501","3501","Leon","Male",2000,0.975240519503132,25
"LEO5207","5207","Leon","Male",2000,0.103361852001399,59
"LEO1353","1353","Leon","Male",2000,0.497337434440851,39
"LEO5228","5228","Leon","Male",2000,0.579210922354832,66
"LEO4105","4105","Leon","Male",2000,0.275617946404964,95
"LEO1361","1361","Leon","Male",2000,0.392755263485014,45
"LEO4173","4173","Leon","Male",2000,0.620572305750102,83
"LEO5227","5227","Leon","Male",2000,0.523286218522117,17
"LEO1501","1501","Leon","Male",2000,0.763459351612255,83
"LEO4159","4159","Leon","Male",2000,0.479342958657071,71
"LEO2251","2251","Leon","Male",2000,0.567745530279353,19
"LEO2365","2365","Leon","Male",2000,0.755873826565221,95
"LEO4456","4456","Leon","Male",2000,0.0816802233457565,66
"LEO5204","5204","Leon","Male",2000,0.914457649225369,61
"LEO5260","5260","Leon","Male",2000,0.059756146511063,100
"LEO3467","3467","Leon","Male",2000,0.263687580125406,11
"LEO3469","3469","Leon","Male",2000,0.794827523874119,82
"LEO1311","1311","Leon","Male",2000,0.08194664074108,60
"LEO2355","2355","Leon","Male",2000,0.405087006045505,73
"LEO3551","3551","Leon","Male",2000,0.962985529797152,72
"LEO1257","1257","Leon","Male",2000,0.0329869044944644,97
"LEO2307","2307","Leon","Male",2000,0.746849778108299,56
"LEO1258","1258","Leon","Male",2000,0.610861399676651,14
"LEO5154","5154","Leon","Male",2000,0.739370363065973,38
"LEO3475","3475","Leon","Male",2000,0.518052796134725,14
"LEO2303","2303","Leon","Male",2000,0.272893446497619,84
"LEO3451","3451","Leon","Male",2000,0.931279140524566,89
"LEO3461","3461","Leon","Male",2000,0.822262373287231,42
"LEO4184","4184","Leon","Male",2000,0.953139989636838,90
"LEO3453","3453","Leon","Male",2000,0.718275519786403,57
"LEO2503","2503","Leon","Male",2000,0.368024522671476,10
"LEO1255","1255","Leon","Male",2000,0.228032870683819,25
"LEO5214","5214","Leon","Male",2000,0.547803704626858,86
"LEO5165","5165","Leon","Male",2000,0.538870265940204,34
"LEO3413","3413","Leon","Male",2000,0.764292450621724,89
